t,eeg
1747593199.5722063,765.6108197360638
1747593199.5761278,763.431186478508
1747593199.5800495,761.023830345561
1747593199.583971,758.2831245829204
1747593199.5878925,755.1562553741101
1747593199.591814,751.6449205389862
1747593199.5957358,747.7783750081877
1747593199.5996573,743.5997554473474
1747593199.6035788,739.1730822948027
1747593199.6075003,734.5770873824785
1747593199.611422,729.879732314046
1747593199.6153436,725.1177276982307
1747593199.619265,720.2892550989187
1747593199.6231866,715.3546240477599
1747593199.6271083,710.2506419460221
1747593199.6310298,704.9193574191521
1747593199.6349514,699.3276649875252
1747593199.6388729,693.4616200879766
1747593199.6427946,687.3197450663765
1747593199.646716,680.9264730406508
1747593199.6506376,674.3376112597323
1747593199.6545591,667.6160424702522
1747593199.658481,660.8073017081825
1747593199.6624024,653.9385654625463
1747593199.666324,647.0239290081545
1747593199.6702454,640.0610557525456
1747593199.6741672,633.0278908005192
1747593199.6780887,625.8889555806385
1747593199.6820102,618.6073350346109
1747593199.6859317,611.1548650223151
1747593199.6898534,603.5246467473723
1747593199.693775,595.7442972231095
1747593199.6976964,587.8687760746832
1747593199.701618,579.957711119056
1747593199.7055397,572.0702111219921
1747593199.7094612,564.269649301949
1747593199.7133827,556.6091313942292
1747593199.7173042,549.1156558857186
1747593199.721226,541.8039311525546
1747593199.7251475,534.7044077946547
1747593199.729069,527.8701852342917
1747593199.7329905,521.3575417387898
1747593199.7369123,515.2053258777111
1747593199.7408338,509.42871480142253
1747593199.7440314,253.3335428292018
1747593199.7479532,267.6701917308729
1747593199.7518747,281.12760334507317
1747593199.7557962,293.5914699107305
1747593199.7597177,304.90885899637027
1747593199.7636395,314.9052113982394
1747593199.767561,323.41603033070595
1747593199.7714825,330.3245420702627
1747593199.775404,335.5940541712265
1747593199.7793257,339.26811303056655
1747593199.7832472,341.43655130956256
1747593199.7871687,342.21134980843004
1747593199.7910903,341.72958244658156
1747593199.795012,340.1461740699094
1747593199.7989335,337.60091187466276
1747593199.802855,334.1937998167592
1747593199.8067765,329.9891096628638
1747593199.8106983,325.03338224869754
1747593199.8146198,319.3789831028429
1747593199.8185413,313.11137105503445
1747593199.8224628,306.357768644674
1747593199.8263845,299.2642709702808
1747593199.830306,291.97034259046524
1747593199.8342276,284.6072432140008
1747593199.838149,277.3017781506722
1747593199.8420708,270.15981339149613
1747593199.8459923,263.24307547552917
1747593199.8499138,256.56745651269034
1747593199.8538353,250.12011496016243
